document,line,claim_text,claim_text_sha256,metric,value,run_or_file,status,match_result,classification
docs/PHASE2_PROTOCOL_AFFECTED_NOTICE_2026-07-22.md,24,2. **Pre-settle start-state recording.** The adaptation loop read the simulator state,688d123a0ec791f934ade45bc1058ec499fda847a9abb70f634a6ea6f1741b51,quantitative statement or design constant,2,docs/PHASE2_PROTOCOL_AFFECTED_NOTICE_2026-07-22.md,"design, chronology, identifier, citation, or non-result quantity",non_result,non_result
docs/PHASE2_PROTOCOL_AFFECTED_NOTICE_2026-07-22.md,25,"   immediately after the scenario write and only then waited 250 ms, so recorded episode",74801b2f5498bdeb89a0f09495a34ee4feb5dd4ec74a2877638f974af3511daf,quantitative statement or design constant,250,docs/PHASE2_PROTOCOL_AFFECTED_NOTICE_2026-07-22.md,"design, chronology, identifier, citation, or non-result quantity",non_result,non_result
docs/PHASE2_PROTOCOL_AFFECTED_NOTICE_2026-07-22.md,27,"3. **Detector false positives on healthy components.** The no-response (""dead"") verdict",340cb2c67d34fbf4df345215d213e3e9277ba8cd2f0f472cd4091647cdd8df09,quantitative statement or design constant,3,docs/PHASE2_PROTOCOL_AFFECTED_NOTICE_2026-07-22.md,"design, chronology, identifier, citation, or non-result quantity",non_result,non_result
docs/PHASE2_PROTOCOL_AFFECTED_NOTICE_2026-07-22.md,31,   (for example an open blind under strong sun holding a zone at rank 3 while a healthy,d9e4fdfb990ef7d30b39bb7aa842692bfc444ee9a55fdf2462cbd39bf89c31d6,quantitative statement or design constant,3,docs/PHASE2_PROTOCOL_AFFECTED_NOTICE_2026-07-22.md,"design, chronology, identifier, citation, or non-result quantity",non_result,non_result
docs/PHASE2_PROTOCOL_AFFECTED_NOTICE_2026-07-22.md,34,   against the committed runs of record (`SecondaryDetectEpisode >= 0` in single-fault,99b339a3cfcabb40d29bf39c540316d6503dafec6699aeb87f2e5ff77948b371,quantitative statement or design constant,0,docs/PHASE2_PROTOCOL_AFFECTED_NOTICE_2026-07-22.md,"design, chronology, identifier, citation, or non-result quantity",non_result,non_result
docs/PHASE2_PROTOCOL_AFFECTED_NOTICE_2026-07-22.md,36,"   - lab3_f1dead 20/20, lab3_f1inv 10/10, lab3_f1dead_z2 10/10, lab3_f1inv_z2 10/10 —",68c43357c6031ceafc5e8f1842fff163ac5edff7be0dc1985e91e649a6b9df23,quantitative statement or design constant,20;20;10;10;10;10;10;10,docs/PHASE2_PROTOCOL_AFFECTED_NOTICE_2026-07-22.md,"design, chronology, identifier, citation, or non-result quantity",non_result,non_result
docs/PHASE2_PROTOCOL_AFFECTED_NOTICE_2026-07-22.md,38,"   - lab2_f1bdead: 4/10 vanilla replicas (seeds 1, 5, 6, 7) vs **0/10** KG replicas —",9f9e5d502310e29fa8bcf6290940cb68b5bb669ca435c973770709fe6820e222,quantitative statement or design constant,4;10;1;5;6;7;0;10,docs/PHASE2_PROTOCOL_AFFECTED_NOTICE_2026-07-22.md,"design, chronology, identifier, citation, or non-result quantity",non_result,non_result
docs/PHASE2_PROTOCOL_AFFECTED_NOTICE_2026-07-22.md,40,"     (Δ = −306.5), including one replica whose recorded **primary** defect is the healthy",1e791d2c9c8f224a6b7faa9475faa245245e420305e65bc011fce5af16accb44,quantitative statement or design constant,306.5,docs/PHASE2_PROTOCOL_AFFECTED_NOTICE_2026-07-22.md,"design, chronology, identifier, citation, or non-result quantity",non_result,non_result
docs/PHASE2_PROTOCOL_AFFECTED_NOTICE_2026-07-22.md,42,   - lab2_f1binv 8/10 vanilla and 9/10 KG (one wrong primary in the KG arm);,66ff2171315a0b9cea86a598c8d0a6ad628d33359311e5e440e8a3a8086de632,quantitative statement or design constant,8;10;9;10,docs/PHASE2_PROTOCOL_AFFECTED_NOTICE_2026-07-22.md,"design, chronology, identifier, citation, or non-result quantity",non_result,non_result
docs/PHASE2_PROTOCOL_AFFECTED_NOTICE_2026-07-22.md,43,     lab2_f1dead 0/10 vanilla vs 5/10 KG; lab2_f1inv 4/10 vs 6/10.,23b26532dad785b891de02bc2223aac154c137aa5516433732fdeadcbdb1dd11,quantitative statement or design constant,0;10;5;10;4;10;6;10,docs/PHASE2_PROTOCOL_AFFECTED_NOTICE_2026-07-22.md,"design, chronology, identifier, citation, or non-result quantity",non_result,non_result
docs/PHASE2_PROTOCOL_AFFECTED_NOTICE_2026-07-22.md,45,     the KG arm recorded the second genuinely dead lamp in only 5/10 replicas — missed,5fa66b7c9f84f00b03dcb3dbb3232f3a6e4c4af87255c2e63cf10dced9ae51fa,quantitative statement or design constant,5;10,docs/PHASE2_PROTOCOL_AFFECTED_NOTICE_2026-07-22.md,"design, chronology, identifier, citation, or non-result quantity",non_result,non_result
docs/PHASE2_PROTOCOL_AFFECTED_NOTICE_2026-07-22.md,51,4. **Blacklist events are under-recorded.** The recovery CSV schema stores only the,ce55799d6092ce85389afc67fe65f76d9365f43a61126058e1d03a10ddb08805,quantitative statement or design constant,4,docs/PHASE2_PROTOCOL_AFFECTED_NOTICE_2026-07-22.md,"design, chronology, identifier, citation, or non-result quantity",non_result,non_result
docs/PHASE2_PROTOCOL_AFFECTED_NOTICE_2026-07-22.md,55,"5. **Structural detection blind spot (disclosed, retained).** The multi-zone Spotlight is",6844203fbf436f6132996b335b1d2c752e37921ab015f5ec524c1c0b0eb92a60,quantitative statement or design constant,5,docs/PHASE2_PROTOCOL_AFFECTED_NOTICE_2026-07-22.md,"design, chronology, identifier, citation, or non-result quantity",non_result,non_result
docs/PHASE2_PROTOCOL_AFFECTED_NOTICE_2026-07-22.md,59,6. **Warm-start training.** The clean parent Q-tables for the runs of record were trained,65f970cc96f8b1aab8005567c7a40ea353b2222d46ebb012fe8a6ea0df8151c3,quantitative statement or design constant,6,docs/PHASE2_PROTOCOL_AFFECTED_NOTICE_2026-07-22.md,"design, chronology, identifier, citation, or non-result quantity",non_result,non_result
docs/PHASE2_PROTOCOL_AFFECTED_NOTICE_2026-07-22.md,60,"   under the Phase-1 protocol-v1 scheduler (silent random resets), so the adaptation",062b9d85a8d3cdd0ded1a4f54b458776bda00baa97553b250ed9c2b2bd81b5c7,quantitative statement or design constant,1,docs/PHASE2_PROTOCOL_AFFECTED_NOTICE_2026-07-22.md,"design, chronology, identifier, citation, or non-result quantity",non_result,non_result
docs/PHASE2_PROTOCOL_AFFECTED_NOTICE_2026-07-22.md,61,   starting points inherit the Phase-1 protocol defects.,945c156c12cfbdbb76c40200cfed9f216c61d78476d7a29e8e16fd83b96ca1be,quantitative statement or design constant,1,docs/PHASE2_PROTOCOL_AFFECTED_NOTICE_2026-07-22.md,"design, chronology, identifier, citation, or non-result quantity",non_result,non_result
docs/PHASE2_PROTOCOL_AFFECTED_NOTICE_2026-07-22.md,67,The corrected campaign uses seeds 1–20 and detector v2; its detection-family results are a,0854cb1217fa4ab27913ee7160682d485c0d76047cede93f21df01ce5676e057,quantitative statement or design constant,1;20,docs/PHASE2_PROTOCOL_AFFECTED_NOTICE_2026-07-22.md,"design, chronology, identifier, citation, or non-result quantity",non_result,non_result
docs/PHASE2_PROTOCOL_AFFECTED_NOTICE_2026-07-22.md,73,"**Reading rule:** until a document is rewritten with protocol-v2 results, every Phase 2",94b75fbdcf3cc1d3ee2b03be4fc4d06df4d4815553890aeec6bd4837c62c143e,quantitative statement or design constant,2,docs/PHASE2_PROTOCOL_AFFECTED_NOTICE_2026-07-22.md,"design, chronology, identifier, citation, or non-result quantity",non_result,non_result
docs/phase2_correction_registration_2026-07-22.md,1,# Phase 2 correction registration (2026-07-22),dcfd955a3ff81d4b4f2bc6ab7e7f057ac183cd1d273916913b09664279c1a20c,quantitative statement or design constant,2;2026;-07;-22,docs/phase2_correction_registration_2026-07-22.md,"design, chronology, identifier, citation, or non-result quantity",non_result,non_result
docs/phase2_correction_registration_2026-07-22.md,3,**Status: binding pre-data registration for the Phase-2 protocol-v2 corrective,e95578b45d1a1c359a13863e099278568cdc4ad18d680767fa7740d83a256d68,quantitative statement or design constant,2,docs/phase2_correction_registration_2026-07-22.md,"design, chronology, identifier, citation, or non-result quantity",non_result,non_result
docs/phase2_correction_registration_2026-07-22.md,4,campaign.** Committed on branch `phase234-correction-2026-07-22` after the,371561f36151d8c0cddb736c6b9dde4ee246bdf024561c996cd6acbc258c2bf2,quantitative statement or design constant,34;2026;-07;-22,docs/phase2_correction_registration_2026-07-22.md,"design, chronology, identifier, citation, or non-result quantity",non_result,non_result
docs/phase2_correction_registration_2026-07-22.md,5,corrective implementation was frozen and before any corrected Phase-2,b7678b2cfc74d29ac50e4f2c1a6a3b4e454f8aa618cf93751caa8a079dea67b9,quantitative statement or design constant,2,docs/phase2_correction_registration_2026-07-22.md,"design, chronology, identifier, citation, or non-result quantity",non_result,non_result
docs/phase2_correction_registration_2026-07-22.md,9,## 1. Why a corrective campaign is required,95a24d54610ceda6fdec8e51bb9cc78bd1fecdd6bcb633b265ddad3ac760c14a,quantitative statement or design constant,1,docs/phase2_correction_registration_2026-07-22.md,"design, chronology, identifier, citation, or non-result quantity",non_result,non_result
docs/phase2_correction_registration_2026-07-22.md,11,The defects are documented in `docs/PHASE2_PROTOCOL_AFFECTED_NOTICE_2026-07-22.md`:,a28d88f1875c6109d2263c0f6bda08320841df3c6ac9a600c9871007df8d2faf,quantitative statement or design constant,026;-07;-22,docs/phase2_correction_registration_2026-07-22.md,"design, chronology, identifier, citation, or non-result quantity",non_result,non_result
docs/phase2_correction_registration_2026-07-22.md,13,non-contiguous files (silent unseeded random resets in ~17–30% of episodes at the,65a62de61c7dbcd37b33c570a111c0b9770924ace8ec2190958eba59c58da28e,quantitative statement or design constant,17;30,docs/phase2_correction_registration_2026-07-22.md,"design, chronology, identifier, citation, or non-result quantity",non_result,non_result
docs/phase2_correction_registration_2026-07-22.md,17,warm-start parents were trained under the withdrawn Phase-1 protocol v1.,cfcef2ba1d2d7fc1dca04464424706b94aaf96dd20695abbc00e306dce2383a0,quantitative statement or design constant,1,docs/phase2_correction_registration_2026-07-22.md,"design, chronology, identifier, citation, or non-result quantity",non_result,non_result
docs/phase2_correction_registration_2026-07-22.md,19,"## 2. Previously seen results (full disclosure; all sighted, all withdrawn)",6811dedec93cf90939e8dc73fe3e4fa51bc2d3f94a667ce772fea9e01b4c8579,quantitative statement or design constant,2,docs/phase2_correction_registration_2026-07-22.md,"design, chronology, identifier, citation, or non-result quantity",non_result,non_result
docs/phase2_correction_registration_2026-07-22.md,22,"Nothing below may influence the corrected sample, which is fixed at seeds 1–20",ddaddd70421c42400f9c1b83ffab2481c1268e55e9d0c9b8c96b39d67fd39a9f,quantitative statement or design constant,1;20,docs/phase2_correction_registration_2026-07-22.md,"design, chronology, identifier, citation, or non-result quantity",non_result,non_result
docs/phase2_correction_registration_2026-07-22.md,25,§9.10 post-inversion Tier-1 record (`analysis/out_phase2_registered_postinv/,3af4ff22b460985986ddd5a2fe1ce158fd37128b6930abce09ec114c4c6a6096,quantitative statement or design constant,9.10;1,docs/phase2_correction_registration_2026-07-22.md,"design, chronology, identifier, citation, or non-result quantity",non_result,non_result
docs/phase2_correction_registration_2026-07-22.md,26,"phase2_recovery_paired.csv`; paired bootstrap q, m=8): lab2_f1bdead −306.5",cb36a428db8dc88e8b069db5b6021c9750b8b156b9ace368ea330bab733bb801,quantitative statement or design constant,8;306.5,docs/phase2_correction_registration_2026-07-22.md,"design, chronology, identifier, citation, or non-result quantity",non_result,non_result
docs/phase2_correction_registration_2026-07-22.md,27,"(q=0.0000), lab3_f2dead_lowsun −71.4 (q=0.0000), labmon2_f2dead_lowsun −147.6",3d55f1d5c66a78df5404740a3ee428802c409fe67b357f6e54ca72405de83517,quantitative statement or design constant,0.0000;71.4;0.0000;147.6,docs/phase2_correction_registration_2026-07-22.md,"design, chronology, identifier, citation, or non-result quantity",non_result,non_result
docs/phase2_correction_registration_2026-07-22.md,28,"(q=0.0021), lab3_f1dead_z2 −60.2 (q=0.0664, n=9), lab3_f1bdead −90.0 (q=0.365),",27d0e42295dfd8faaadcf0790c522b589564c5daa741f0fe2feea44d313d33af,quantitative statement or design constant,0.0021;60.2;0.0664;9;90.0;0.365,docs/phase2_correction_registration_2026-07-22.md,"design, chronology, identifier, citation, or non-result quantity",non_result,non_result
docs/phase2_correction_registration_2026-07-22.md,29,"lab3_f1binv −6.5 (q=0.929), labmon_f1dead +22.2 (q=0.328), lab3_f1dead +85.0",971ef995ec8ea6e04cb932fa6162d0c32575d86b2e9200a0b773a89415c134d5,quantitative statement or design constant,6.5;0.929;+22.2;0.328;+85.0,phase2_postinv/;phase2_f2bdead/,historical value only; protocol affected,superseded_protocol_affected,historical_protocol_affected
docs/phase2_correction_registration_2026-07-22.md,30,"(q=0.276, seeds 11–20, n=9). Headline: 3 of 8 supported. Detection family: all",1bae5e81e70a61954d73a52cf582a3dae242fb9103bd8825a0bf47c266075e1c,quantitative statement or design constant,0.276;11;20;9;3;8,docs/phase2_correction_registration_2026-07-22.md,"design, chronology, identifier, citation, or non-result quantity",non_result,non_result
docs/phase2_correction_registration_2026-07-22.md,31,"null (min q = 0.656). Descriptives sighted: lab3_f1inv +189.2, lab3_f1inv_z2",89bcb6c90bf06202acb2ecdc974a8005df05a53bdbc1ed8c440fa7e880faaf74,quantitative statement or design constant,0.656;+189.2,docs/phase2_correction_registration_2026-07-22.md,"design, chronology, identifier, citation, or non-result quantity",non_result,non_result
docs/phase2_correction_registration_2026-07-22.md,32,"+30.5, lab2_f1binv +155.75 (n=4). Phase 2.6 KG-silent descriptives (run",4f0ae68e5d47ff794875e23df82988837aa21c57437b25f0392e5da165ea19ea,quantitative statement or design constant,+30.5;+155.75;4;2.6,docs/phase2_correction_registration_2026-07-22.md,"design, chronology, identifier, citation, or non-result quantity",non_result,non_result
docs/phase2_correction_registration_2026-07-22.md,33,"29157197853): 172.0 vs 370.2, 162.6 vs 364.0, 51.3 vs 71.5 (both variants).",25c040c2a27a6e4adb0e66204af5382b77423944599d22f95d1021beeaa84c45,quantitative statement or design constant,29157197853;172.0;370.2;162.6;364.0;51.3;71.5,phase2_postinv/;phase2_f2bdead/,historical value only; protocol affected,superseded_protocol_affected,historical_protocol_affected
docs/phase2_correction_registration_2026-07-22.md,34,"Phase 2.7 exploratory lab3_f2bdead (run 29187088096): 570.0 vs 447.7,",81de6243e081c3da5d5736ac1366091529acc1bacbf6deac52ea8d88cd4bd062,quantitative statement or design constant,2.7;29187088096;570.0;447.7,phase2_postinv/;phase2_f2bdead/,historical value only; protocol affected,superseded_protocol_affected,historical_protocol_affected
docs/phase2_correction_registration_2026-07-22.md,35,"Δ=+122.3, ns. The pre-inversion 8/8-significant record and every earlier v1–v5",3b9813d7110ffa33d7abfb0e5496f650e6e09b323bd7bef61f01ee9a89dcf23b,quantitative statement or design constant,+122.3;8;8,phase2_postinv/;phase2_f2bdead/,historical value only; protocol affected,superseded_protocol_affected,historical_protocol_affected
docs/phase2_correction_registration_2026-07-22.md,40,component blacklists (notice item 3) — their removal may move any cell in either,09243fec5ccc426139aa37ef5e12d9dcf4ab24657ce2af3eb9d23ac982276564,quantitative statement or design constant,3,docs/phase2_correction_registration_2026-07-22.md,"design, chronology, identifier, citation, or non-result quantity",non_result,non_result
docs/phase2_correction_registration_2026-07-22.md,41,direction; (b) silently dropped non-recovered pairs (n=9/9/4 rows above) — the,8d144938515f97e92c674bb84d879fb741f8be91729845bfb52c23c32386500d,quantitative statement or design constant,9;9;4,docs/phase2_correction_registration_2026-07-22.md,"design, chronology, identifier, citation, or non-result quantity",non_result,non_result
docs/phase2_correction_registration_2026-07-22.md,44,## 3. Frozen implementation,5c1b1fd900ad2b43ad086a7448a563156d40bf6f00d85d49110d1d35d67db06c,quantitative statement or design constant,3,docs/phase2_correction_registration_2026-07-22.md,"design, chronology, identifier, citation, or non-result quantity",non_result,non_result
docs/phase2_correction_registration_2026-07-22.md,46,Commit `b773a183` (this branch) froze: by-position scenario scheduling with fatal,38f38cdd9dc3a5473a3d9c153b89d4aa448443aeb4d5e73105e5cc72c137f65c,quantitative statement or design constant,73;83,docs/phase2_correction_registration_2026-07-22.md,"design, chronology, identifier, citation, or non-result quantity",non_result,non_result
docs/phase2_correction_registration_2026-07-22.md,54,"3,000-episode horizon, TRAINING_OK manifests, zero fallbacks). Unit tests:",ce00ab9f79d612506f90f0e4419cc72839b9bddf08e7923f56d24f8379d795d1,quantitative statement or design constant,3;000,docs/phase2_correction_registration_2026-07-22.md,"design, chronology, identifier, citation, or non-result quantity",non_result,non_result
docs/phase2_correction_registration_2026-07-22.md,61,## 4. Frozen estimands,283d0cff35eb3f1dda9ba6234418dabdb65ab9e39bab430accc6dd9246173e85,quantitative statement or design constant,4,docs/phase2_correction_registration_2026-07-22.md,"design, chronology, identifier, citation, or non-result quantity",non_result,non_result
docs/phase2_correction_registration_2026-07-22.md,65,  reconvergence = greedy policy stable for `fault.recover.window` = 50,f677c46a6481725cc2bdb73dfe3687e0dec4f56301402916fdae44a41f2c5a65,quantitative statement or design constant,50,docs/phase2_correction_registration_2026-07-22.md,"design, chronology, identifier, citation, or non-result quantity",non_result,non_result
docs/phase2_correction_registration_2026-07-22.md,69,  detected) is censored at `adapt_episodes_effective + 1` from the cell's,0259257b4c9e7cefdd3a6a62bf51e4a66de911ce70d2a75c8d37f7a43fdf7f1d,quantitative statement or design constant,1,docs/phase2_correction_registration_2026-07-22.md,"design, chronology, identifier, citation, or non-result quantity",non_result,non_result
docs/phase2_correction_registration_2026-07-22.md,70,  ADAPT_OK manifest and KEPT. A seed pair is never dropped; `n = 20` for every,a752ad71dd3ffca50884a60d95b1f2d550c2bb67c54bc24b6ae52ff5ddf815d2,quantitative statement or design constant,20,docs/phase2_correction_registration_2026-07-22.md,"design, chronology, identifier, citation, or non-result quantity",non_result,non_result
docs/phase2_correction_registration_2026-07-22.md,75,## 5. Frozen families and statistics,a98bf4d59a44b1ff1ba4aa1fd058dbd5f2c6fe4c5a0b833646b5c209487a29b0,quantitative statement or design constant,5,docs/phase2_correction_registration_2026-07-22.md,"design, chronology, identifier, citation, or non-result quantity",non_result,non_result
docs/phase2_correction_registration_2026-07-22.md,77,"- **Tier-1 RecoveryEpisodes family (m=8, membership unchanged from §9.5):**",1315216e4205a03cdd3fc3c693b17948cb2f98fc309aa9aa7194170eece6b2a7,quantitative statement or design constant,1;8;9.5,docs/phase2_correction_registration_2026-07-22.md,"design, chronology, identifier, citation, or non-result quantity",non_result,non_result
docs/phase2_correction_registration_2026-07-22.md,80,"- **DetectEpisode family (m=8, membership unchanged from §9.6):** lab3_f1dead,",e4241915dfde81546ec5c88742303a5292ed6a86c3bc5f556b4d4bfb5c40abe6,quantitative statement or design constant,8;9.6,docs/phase2_correction_registration_2026-07-22.md,"design, chronology, identifier, citation, or non-result quantity",non_result,non_result
docs/phase2_correction_registration_2026-07-22.md,86,  paired sign-flip test (full enumeration at n=20; smallest attainable p =,708fc8b9966c83a3cf8f2319daf89fcc09bd9e0df52b3d747b16a51be2115717,quantitative statement or design constant,20,docs/phase2_correction_registration_2026-07-22.md,"design, chronology, identifier, citation, or non-result quantity",non_result,non_result
docs/phase2_correction_registration_2026-07-22.md,87,"  2/2²⁰), exact two-sided sign test, paired rank-biserial, 10,000-draw",4aeacc097f231b53561342c087370bc938c484ab56ab15f3954563aa2aa7e181,quantitative statement or design constant,2;2;10;000,docs/phase2_correction_registration_2026-07-22.md,"design, chronology, identifier, citation, or non-result quantity",non_result,non_result
docs/phase2_correction_registration_2026-07-22.md,89,  within each m=8 family separately. No p/q may be reported as zero.,2795904fb625b586c1e82b1966754d4db068871ea921455481bcb52b68e6cc1f,quantitative statement or design constant,8,docs/phase2_correction_registration_2026-07-22.md,"design, chronology, identifier, citation, or non-result quantity",non_result,non_result
docs/phase2_correction_registration_2026-07-22.md,90,- **Decision rule per Tier-1 cell:** supported (KG faster) iff BH q ≤ 0.05 and,bc1e40a223910469412f31c3ab9d17d2661ae8c61346a5fcd1532dfb00ee125b,quantitative statement or design constant,1;0.05,docs/phase2_correction_registration_2026-07-22.md,"design, chronology, identifier, citation, or non-result quantity",non_result,non_result
docs/phase2_correction_registration_2026-07-22.md,91,  the mean paired difference is negative; adverse iff q ≤ 0.05 and positive;,029aae8b42d4c1890af7a430a783ca3a6f81e5a86b87b0603fba6fbed254daa0,quantitative statement or design constant,0.05,docs/phase2_correction_registration_2026-07-22.md,"design, chronology, identifier, citation, or non-result quantity",non_result,non_result
docs/phase2_correction_registration_2026-07-22.md,96,"  recovery, lab2_f1binv recovery, lab3_f1inv/f1inv_z2 recovery, all Phase-2.6",7a31430fbb5f9a247fa6e20ad4854ddbd54fa2ced4551191dfabbb886b14a999,quantitative statement or design constant,2.6,docs/phase2_correction_registration_2026-07-22.md,"design, chronology, identifier, citation, or non-result quantity",non_result,non_result
docs/phase2_correction_registration_2026-07-22.md,106,"## 6. Campaign: seeds, dispatches, failure rules",a06d8519a22638a05c0ad587747e9f1a2275b97833f7f943289af2516b985baa,quantitative statement or design constant,6,docs/phase2_correction_registration_2026-07-22.md,"design, chronology, identifier, citation, or non-result quantity",non_result,non_result
docs/phase2_correction_registration_2026-07-22.md,108,"- Seeds **1–20**, fixed, both arms, every cell; no optional extension. Seed",53d035d89847ffb93d0394a59ebf35c849719ce9606955cfbad6ccb5a5c8488c,quantitative statement or design constant,1;20,docs/phase2_correction_registration_2026-07-22.md,"design, chronology, identifier, citation, or non-result quantity",non_result,non_result
docs/phase2_correction_registration_2026-07-22.md,111,"  `run_mode=phase1_v2_kg_only`, `adapt_episodes=0` (per-profile defaults),",16e8eefb42a7d9ae987375a35a15ce0e24065c50bf13463fdbf5251862d03067,quantitative statement or design constant,0,docs/phase2_correction_registration_2026-07-22.md,"design, chronology, identifier, citation, or non-result quantity",non_result,non_result
docs/phase2_correction_registration_2026-07-22.md,113,- **Four registered dispatches** (matrix limit 256 jobs):,d6d41146868b61ba61e0b39fbacb931826f5ce1aabee7c47df5f33b3e4d3666d,quantitative statement or design constant,256,docs/phase2_correction_registration_2026-07-22.md,"design, chronology, identifier, citation, or non-result quantity",non_result,non_result
docs/phase2_correction_registration_2026-07-22.md,117,"| A1 | Group A (12): lab1_f1dead, lab2_f1dead, lab2_f1inv, lab2_f2dead, lab2_f2inv, lab2_f1bdead, lab2_f1binv, labmon_f1dead, labmon_infoonly_f1dead, labmon_nostereo_f1dead, labmon2_f2dead_lowsun, labmon2_infoonly_f2dead_lowsun | 1–10 |",372caf5b78356a3b3d3d69d40cbd51b7a8500233c0e1320f8e7f8a026722e8fb,quantitative statement or design constant,12;1;10,docs/phase2_correction_registration_2026-07-22.md,"design, chronology, identifier, citation, or non-result quantity",non_result,non_result
docs/phase2_correction_registration_2026-07-22.md,118,| A2 | Group A (12) | 11–20 |,cc112d89a121ed1d6340207529abd031e9984d4f665c33b75d1178606bb2812f,quantitative statement or design constant,12;11;20,docs/phase2_correction_registration_2026-07-22.md,"design, chronology, identifier, citation, or non-result quantity",non_result,non_result
docs/phase2_correction_registration_2026-07-22.md,119,"| B1 | Group B (11): lab3_f1dead, lab3_f1inv, lab3_f2dead, lab3_f2inv, lab3_f1dead_z2, lab3_f1inv_z2, lab3_f1bdead, lab3_f1binv, lab3_f2bdead, lab3_f2dead_lowsun, labmon2_nostereo_f2dead_lowsun | 1–10 |",cd300926e9e43a88a0e2c2505e95aabcf59cd8d27ec98fe786fec0748f0a4cb5,quantitative statement or design constant,11;1;10,docs/phase2_correction_registration_2026-07-22.md,"design, chronology, identifier, citation, or non-result quantity",non_result,non_result
